,rowlabels,collabels,s0,s1,c0,c1,a0,a1,num0,num1,numTot,date
413,C06_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,11.0694273100706,12.392302944004268,0.9700791742155214,0.8738347966179519,3.825064937877258,4.827592980144317,120.5,99.27272727272727,489.08,2022-04-06
414,C07_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.710744631201466,12.645192826685395,0.46981590635776505,2.8333065705397957,2.433130445004892,16.78677000619696,132.57142857142858,138.33333333333334,995.58,2022-04-06
415,C08_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.032746705673436,11.451934984692059,0.009473450650012972,2.521856265524085,-1.716140696590159,17.62572856534308,165.14285714285714,158.03030303030303,735.54,2022-04-06
416,C09_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,11.083918464733053,12.51576299931209,0.18440213244396592,1.2580712793258404,1.0884236819677113,7.712046937248374,162.21428571428572,134.9090909090909,539.66,2022-04-06
417,C10_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,9.72537095987122,10.882398039665471,0.709663024916648,2.787100813851707,8.933781737510216,18.821294667243137,149.28571428571428,141.72727272727272,1130.04,2022-04-06
418,C11_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,9.90815454177161,11.414938371435232,-0.1193617953521705,2.138923160606685,5.446700302946439,12.955319870723699,187.35714285714286,167.66666666666666,869.36,2022-04-06
419,C12_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,11.020278937970927,12.172542365331449,0.21537725219680057,1.219976982219375,4.458681725177769,9.55636932502891,165.21428571428572,140.5151515151515,531.0,2022-04-06
420,D01_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,8.427634080849655,9.082968429770101,0.810241278178483,1.4541868161274196,8.229206843543238,9.41275043050095,139.07142857142858,130.0909090909091,968.44,2022-04-06
421,D02_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,8.479012916287537,9.950656656882968,-0.03518043825710095,1.9919960045755176,3.0299339538176184,14.860019856905453,171.21428571428572,149.5151515151515,796.54,2022-04-06
422,D03_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.389946682982925,12.893677966267063,-8.006011506085672,1.4406806002221537,-70.91336578090221,36.61909111514818,3.357142857142857,1.606060606060606,31.22,2022-04-06
423,D04_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,9.135293391513791,10.217112858898785,0.265160783816867,2.364780688131569,-1.719625172151666,19.210687001193534,169.71428571428572,166.21212121212122,1059.66,2022-04-06
424,D05_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,8.358645799227835,9.633063615179639,0.025551364622254703,2.1246423373568537,1.9633126044177942,17.694357313520968,159.14285714285714,162.0,732.42,2022-04-06
425,D06_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,12.743455662512133,13.09859213032502,0.831465777657036,1.8706590693662917,7.075023179505237,10.779233181008635,152.64285714285714,141.84848484848484,557.72,2022-04-06
426,D07_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,9.804970968912798,11.208458005928957,-0.17813158358953013,2.539756264082588,-2.8739715185914037,17.97276275504018,183.57142857142858,179.93939393939394,1070.08,2022-04-06
427,D08_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.473683868814755,11.692598662630212,0.45500680512625263,2.588373043975973,3.345506270225755,15.444769554557567,193.92857142857142,195.36363636363637,855.46,2022-04-06
428,D09_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.91668201986421,12.274507609182296,-0.20380426196875204,1.8416412041397088,-3.5514448616827394,13.545867744527143,130.85714285714286,106.81818181818181,445.38,2022-04-06
429,D10_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.800220556670848,11.056928284344222,-0.396086640009572,1.9874506063746709,-3.0215271402094714,14.26766142538628,171.92857142857142,156.84848484848484,1087.6,2022-04-06
430,D11_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.056886774907158,11.154183129282464,0.33302193062009866,2.2680290630422997,2.5022479622195277,12.555180241781159,199.28571428571428,178.1818181818182,883.32,2022-04-06
431,D12_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,11.057740159106093,12.344253436872794,0.7252676741717548,1.7317598421125444,3.9816783008538152,10.94194514392477,137.14285714285714,137.06060606060606,487.58,2022-04-06
432,E01_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.881407295936139,11.37490554682014,0.08627633801947689,2.9702266955982917,-0.5288213361118324,21.488188054579652,165.0,137.87878787878788,1063.3,2022-04-06
433,E02_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,10.37630819294152,10.539961315379788,-0.6885839108161627,2.418934894935796,-5.808062904346329,20.13638706896677,177.78571428571428,156.33333333333334,741.28,2022-04-06
434,E03_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,11.95327067782697,13.286926617664319,-0.25574524192502157,0.9796626848755801,1.2963046658958604,6.354271862645064,131.64285714285714,131.78787878787878,457.84,2022-04-06
435,E04_sgCONTROL_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,12.11502026517334,13.101648775511174,-0.061548793474149224,2.896111888038145,0.11544217699750448,16.29271590103444,167.28571428571428,151.06060606060606,1000.7,2022-04-06
436,E05_sgCONTROL-NEW_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,11.75757957370898,12.4144960057176,0.27448404291404044,2.255228145109306,1.0240138191591228,13.423439323663402,194.35714285714286,179.3939393939394,891.34,2022-04-06
437,E06_sgFLCN_UncInitial_ExpGrad_UncRech_pR300_UncR500ms,tracking,11.499782044459328,12.289420551900676,-0.35202761216637146,1.046962747948509,-4.187487407511668,8.47739509629433,164.14285714285714,131.45454545454547,524.92,2022-04-06
